Időbélyeg,"1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?",10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?,11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!),12. Véleményed szerint te ismered a saját régiód nyelvjárását?,13. Szerinted előny vagy hátrány a nyelvjárás ismerete?,14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!),15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?,16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?,"17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ",19. Mi a nemed?,20. Mi a nemzetiséged?,21. Mi az anyanyelved?,22. Melyik településen élsz?,23. Milyen típusú iskola diákja vagy?,24. Hányadik osztályba jársz?,25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?,26.Iskola,27. Iskola régiója,28. Lakhely régiója
6/8/2022 17:29:56,inkább elfogadható,hasonlít,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,inkább nem elfogadható,inkább elfogadható,semleges,családi beszélgetésben,talán egy kicsit,előny,"baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal",talán egy kicsit,igen,nem,,lány,magyar,magyar,Kisgyarmat,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:31:59,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,nem tudom megítélni,egyáltalán nem elfogadható,egyáltalán nem elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",igen,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,"A kiejtésre, ahogyan pár szót mondtam, túl felvidékinek hangzott.",lány,magyar,magyar,Ógyalla,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:35:25,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,inkább elfogadható,inkább nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,nem,,lány,magyar és szlovák,magyar,Nagysalló,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:37:30,inkább elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,nem tudom megítélni,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában a szünetben, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,"Azt kifogásolták, hogy milyen magyarosan beszélek ahhoz képest, hogy falusi vagyok.",lány,magyar,magyar,Kisújfalu,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:39:15,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,nem tudom,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",egyáltalán nem,igen,igen,,lány,"magyar, amerikai","magyar, angol",Bart,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:41:03,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,lány,magyar és szlovák,magyar,Zsitvabesenyő,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:42:59,teljesen elfogadható,igen,inkább nem elfogadható,nem,teljesen elfogadható,igen,teljesen elfogadható,nem tudom megítélni,inkább nem elfogadható,teljes mértékben nem tetszik,"szlovákiai magyarokkal, semmilyen helyzetben",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,"A legtöbbször azt kaptam meg, hogy nincs tájszólásom - ezt pozitívan fogadtam.",lány,magyar,magyar,Alsószeli,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:44:43,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,"A tájszólásomat, akkor ha ők másképp beszélnek mint én.",lány,magyar,magyar,Kürt,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:46:15,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon",szerintem elég jól,előny,semmilyen helyzetben,szerintem elég jól,igen,igen,Barátok viccként tették a megjegyzéseket.,fiú,magyar és szlovák,magyar,Komáromszentpéter,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:50:22,teljesen elfogadható,nem,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,nem tudom megítélni,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben",talán egy kicsit,előny,"iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Horgászni voltam, és egy enyhén sokat ivó bácsika azt feltételezte, hogy én Magyar országi vagyok, mivel éppen úgy beszéltem, és nem tudta megérteni, hogy nem.",fiú,magyar,magyar,Ipolyság,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:53:18,teljesen elfogadható,nem,inkább elfogadható,hasonlít,teljesen elfogadható,hasonlít,inkább elfogadható,inkább nem elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,nem,,fiú,magyar,magyar,Érsekújvár,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 17:56:01,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Interneten, hanghívásban. Nem gondolták, hogy ennyire más, furcsa volt ez számukra, leginkább az ""a"" és az ""e"" betű nyújtása.",lány,magyar,magyar,Komáromszentpéter,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:04:37,inkább elfogadható,nem tudom,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,nem tudom megítélni,inkább nem elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,igen,Amikor az üzletben nagyon szlovákos kiejtéssel beszéltem.,lány,magyar és szlovák,magyar,Pozba,szakközépiskola,2.,szlovák nyelven,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:06:10,teljesen elfogadható,nem,inkább elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",szerintem elég jól,nem tudom,"iskolában az órákon, magyarországi magyarokkal, e-mailben, SMS-ben, chaten",inkább nem,igen,nem,,lány,magyar,magyar,Bény,szakközépiskola,2.,magyar nyelven,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:08:32,nem tudom megítélni,nem tudom,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,igen,"Utcán - Hogy képzelem, hogy Szlovákián magyarul beszélek",fiú,szlovák,magyar,Vágtornóc,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:09:56,inkább elfogadható,nem,inkább elfogadható,hasonlít,inkább elfogadható,igen,teljesen elfogadható,inkább elfogadható,nem tudom megítélni,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",talán egy kicsit,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,fiú,szlovák,magyar,Vágsellye,szakközépiskola,2.,magyar nyelven,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:11:49,inkább nem elfogadható,nem,nem tudom megítélni,hasonlít,nem tudom megítélni,nem,teljesen elfogadható,inkább nem elfogadható,nem tudom megítélni,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",egyáltalán nem,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,nem,,fiú,magyar,magyar,Érsekújvár,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:13:41,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Anyum tett megjegyzést, mert szerinte csúnyán beszéltem.",fiú,magyar,magyar,Érsekújvár,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:16:06,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",talán egy kicsit,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Ha a saját nyelváltazatam a megszakattnál is erősebben használtam.,fiú,magyar és szlovák,magyar,Deáki,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:17:25,teljesen elfogadható,nem,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon",szerintem elég jól,nem tudom,nem,,lány,magyar és szlovák,magyar,Nagymegyer,szakközépiskola,2.,magyar nyelven,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:19:17,teljesen elfogadható,nem,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,nem tudom megítélni,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",talán egy kicsit,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",inkább nem,igen,nem,,lány,magyar és szlovák,magyar,Vízkelet,szakközépiskola,2.,magyar nyelven,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:21:04,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",talán egy kicsit,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",inkább nem,igen,igen,"Egy vicces helyzetben, mikor hirtelen mondtam egy szót melyet az otthoni nyelvjárásból vettem át.",fiú,magyar,magyar,Zselíz,szakközépiskola,3.,magyar nyelven,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:22:44,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,igen,"Azt kifogásolták, hogy nem eléggé köznyelvi a beszédem.",lány,magyar,magyar,Nagykér,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:24:43,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,nem tudom,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,nem,,lány,magyar,magyar,Málas,szakközépiskola,3.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:26:02,teljesen elfogadható,nem,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,nem,,fiú,magyar,magyar,Búcs,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:27:26,teljesen elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben",szerintem elég jól,előny,"családi beszélgetésben, iskolában az órákon, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,nem,,fiú,magyar,magyar,Komáromszentpéter,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:28:52,inkább elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, szlovákiai magyarokkal",talán egy kicsit,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,fiú,szlovák,magyar,Ógyalla,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
6/8/2022 18:30:11,inkább elfogadható,nem,inkább elfogadható,nem,teljesen elfogadható,hasonlít,nem tudom megítélni,inkább elfogadható,inkább nem elfogadható,inkább tetszik,"baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",igen,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,igen,,fiú,szlovák,magyar,Dunaszerdahely,szakközépiskola,2.,magyar és szlovák nyelven is,"Spojená škola, Komárňanská 28, Nové Zámky",Nyugat-Szlovákia,Nyugat-Szlovákia
