"Időbélyeg","1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?","11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!)","12. Véleményed szerint te ismered a saját régiód nyelvjárását?","13. Szerinted előny vagy hátrány a nyelvjárás ismerete?","14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!)","15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?","16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?","17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ","19. Mi a nemed?","20. Mi a nemzetiséged?","21. Mi az anyanyelved?","22. Melyik településen élsz?","23. Milyen típusú iskola diákja vagy?","24. Hányadik osztályba jársz?","25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?","26. Iskola","27. Iskola régiója","28. Lakhely régiója"
"2022/06/09 3:38:57 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább nem elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Magyarországi magyaroknak néha mondok egy olyan szót ami szlovák, nem értik, pl.: hranolky, párky","fiú","magyar","magyar","Szenc","gimnázium","3.","magyar és szlovák nyelven is","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:42:00 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","nem tudom","teljesen elfogadható","nem","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","iskolában az órákon;magyarországi magyarokkal","inkább nem","igen","nem","","lány","magyar","magyar","Pozsony","gimnázium","3.","magyar és szlovák nyelven is","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:45:22 du. CET","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","nem tudom megítélni","semleges","családi beszélgetésben;e-mailben, SMS-ben, chaten","inkább nem","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","inkább nem","igen","igen","Beszéd közben történt, az a betű kiejtése.","lány","magyar","magyar","Pozsony","gimnázium","3.","magyar és szlovák nyelven is","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:48:03 du. CET","inkább nem elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","igen","teljesen elfogadható","egyáltalán nem elfogadható","egyáltalán nem elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","igen","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","igen","igen","nem","","lány","magyar","magyar","Ekecs","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:50:44 du. CET","teljesen elfogadható","igen","inkább elfogadható","hasonlít","teljesen elfogadható","igen","nem tudom megítélni","inkább nem elfogadható","inkább nem elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","igen","igen","magyaroroszágiak, mikor akaratomon kívül szlovák szavakat használok","lány","magyar","magyar","Dunaszerdahely","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:55:02 du. CET","teljesen elfogadható","igen","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","nem tudom","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Inkább iskolában, olyan helyzetekben szólták meg amikor professzionálisabbnak kellett tűnni. Főleg a beszédem gyorsaságát, szóvégi -l, -n elhagyását vagy a -suk, -sük használata.","lány","magyar","magyar","Somorja","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:56:28 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","nem","nem tudom megítélni","egyáltalán nem elfogadható","inkább nem elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","igen","nem","","lány","magyar","magyar","Pozsony","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:58:32 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","igen","nem tudom megítélni","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","A szlovák szavak belekeverését a magyar nyelvbe.","lány","szlovák","magyar és szlovák","Szenc","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 3:59:57 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","levélben vagy fogalmazás írása közben","talán egy kicsit","igen","nem","","fiú","magyar","magyar","Pozsony","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:01:35 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","nem","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","-nák, -nékezés","fiú","magyar","magyar","Pozsony","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:06:05 du. CET","teljesen elfogadható","nem tudom","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább nem elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","igen","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Gyakran történik meg, ha huzamosabb ideig otthon tartózkodom, hogy mindjárt nem áll vissza a nyelvem a köznyelvi magyarra, ha visszajövök Pozsonyba és ilyenkor előfordul, hogy az órán vagy a suliban vicces szituációk, mert valamit számukra szokatlan módon mondok és tesznek rá egy megjegyzést vagy elutánozzák viccesen amit mondtam.","lány","magyar","magyar","Bős","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:08:34 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Viccesnek találták páran az ismerőseim közül még az ismerkedésünk elején, kicsit megszólták, hogy honnan vagyok de semmi olyan sértőt nem mondtak.","lány","magyar","magyar","Nagyfödémes","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:10:37 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","igen","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","lány","magyar és szlovák","magyar","Hegysúr","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:12:04 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","nem","","fiú","magyar és szlovák","magyar","Szenc","gimnázium","3.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:14:59 du. CET","nem tudom megítélni","nem","inkább nem elfogadható","nem","nem tudom megítélni","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","semleges","semmilyen helyzetben","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Nem kifogásoltak, megdicsértek, amiért olyan szépen, nyelvjárás nélkül beszélek, mert ugye Pozsonyban olyan nincs, tehát nem volt hol megtanulnom.","lány","magyar","magyar","Pozsony","gimnázium","2.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:27:42 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","nem","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Magyarországi magyarokkal való beszélgetés közben. Mások szerint nem artikulálok eléggé.","lány","magyar","magyar","Muzsla","gimnázium","2.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:42:47 du. CET","inkább elfogadható","nem tudom","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","nem tudom megítélni","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","talán egy kicsit","előny","baráti beszélgetésben;iskolában az órákon;levélben vagy fogalmazás írása közben","talán egy kicsit","igen","igen","Iskolai helyzetben, a nyelvjárást.","lány","magyar","magyar","Béke","gimnázium","2.","magyar és szlovák nyelven is","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:44:23 du. CET","teljesen elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","igen","nem tudom megítélni","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","nem","","lány","magyar","magyar","Dunatőkés","gimnázium","2.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:47:14 du. CET","teljesen elfogadható","nem tudom","teljesen elfogadható","nem","teljesen elfogadható","igen","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","igen","előny","iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","A hangsúly rossz használatát kifogásolták, illetve, hogy miért nem beszélek ""szépen magyarul"", + -suk, sük-elés nagyon feltűnően hallatszik, amit szeretnek megszólni, (i, í), szótagok elharapása","lány","magyar","magyar","Lakszakállas","gimnázium","2.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:50:24 du. CET","nem tudom megítélni","hasonlít","nem tudom megítélni","nem","teljesen elfogadható","igen","teljesen elfogadható","nem tudom megítélni","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","igen","előny","iskolában az órákon;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","inkább nem","igen","igen","Órán osztálytárstól a ""szönci beszédöm"" miatt, mivel mi nagyon őzünk és neki nem tetszett vagy csak élvezte, hogy szivathat. De nem hagytam rá, nem fogom senki miatt megváltoztatni.","lány","magyar","magyar","Zonctorony","gimnázium","2.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:53:02 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","inkább elfogadható","inkább elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","szerintem elég jól","előny","iskolában az órákon;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Nem kifogásoltak feltétlenül, hanem inkább azt említették, hogy szimte nem is beszélek nyelvjárásban, de ezt nem direkt csinálom, csak nem szoktam hozzá ahoz, hogy ezt a nyelvjárást beszéljem annyira.","fiú","magyar","magyar","Szenc","gimnázium","2.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/09 4:54:48 du. CET","teljesen elfogadható","nem tudom","teljesen elfogadható","hasonlít","teljesen elfogadható","igen","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon","inkább nem","hátrány","iskolában a szünetben;iskolában az órákon","talán egy kicsit","igen","igen","","fiú","magyar és szlovák;amerikai","angol","Pozsony","gimnázium","2.","magyar nyelven","Základná škola a Gymnázium s vyučovacím jazykom maďarským, Dunajská 13, Bratislava","Nyugat-Szlovákia","Nyugat-Szlovákia"
